eng,xho,source
"Petition from the residents of Letsitele Town, Ward 23, Tzaneen, calling on the Assembly to ensure that the Tzaneen municipality abides by the laws, by-laws and regulations, and that it implements the prescribed environmental and applicable zoning, as well as monitor and halt all illegal activities (Ms D van der Walt) – (Portfolio Committee on Cooperative Governance and Traditional Affairs - National Assembly).","Uxwebhu lwezikhalazo oluvela kubahlali baseGermiston, Ekurhuleni, becela iNdlu ukuba iphande ukucima kombane eGermiston (uNks M Clarke) – (iKomiti yeMicimbi yeSebe lezaMashishini kaRhulumente – iNdlu yoWiso-mthetho yeSizwe).",August
"Petition from the farmers and the community of Tzaneen, Limpopo, represented by AGRI Letaba, calling on the Assembly to investigate severe electricity outages, power dips, low voltage and poor to no maintenance since 2016 as a result of the failure of the Greater Tzaneen Municipality (Ms D van der Walt) – (Portfolio Committee on Cooperative Governance and Traditional Affairs – National Assembly).","Uxwebhu lwezikhalazo oluvela kumafama kunye nabahlali baseTzaneen, eLimpopo, abamelwe yi-AGRI Letaba, becela iNdlu ukuba iphande ukucima kombane okuqatha, ukuhla kwamandla ombane, amandla ombane aphantsi kunye nokungalungiswa kakuhle ukuya kukungalungiswa konke-konke ukususela kunyaka wama-2016 ngenxa yokusilela kukaMasipala weGreater Tzaneen (uNks D van der Walt) – (iKomiti yeMicimbi yeSebe lezeNtsebenziswano kuLawulo neMicimbi yezeMveli – iNdlu yoWiso-mthetho yeSizwe).",August
BILLS REFERRED TO JOINT TAGGING MECHANISM (JTM),IMITHETHO EYILWAYO ETHUNYELWE KWINKQUBO YOKUPHAWULA YEZINDLU ZOMBINI (I-JTM),August
Financial Sector Laws Amendment Bill [B 15 - 2020] (National Assembly – proposed sec 75).,UMthetho-siHlomelo oYilwayo weMithetho yeCandelo lezeMali [B 15 -2020] (iNdlu yoWiso-mthetho yeSizwe – icandelo elicetywayo lama-75).,August
Criminal Law (Sexual Offences and Related Matters) Amendment Act Amendment Bill [B 16  2020] (National Assembly – proposed sec 75).,Umthetho – siHlomelo oYilwayo woMthetho-siHlomelo woMthetho woLwaphulo-mthetho (Amatyala oLwaphulo-mthetho neMiba eNxulumene naWo) [B 16  2020] (iNdlu yoWiso-mthetho yeSizwe – icandelo elicetywayo lama 75).,August
BILLS REFERRED TO COMMITTEES,IMITHETHO EYILWAYO ETHUNYELWE KWIIKOMITI,August
"Protection of State Information Bill [B 6H – 2010] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 12 June 2020, p 7) – (Portfolio Committee on Justice and Correctional Services – National Assembly).","UMthetho oYilwayo wokuKhuselwa koLwazi loMbuso (B 6H – 2010) (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-75) kunye nenkxalabo evakaliswe nguMongameli yokuba lo Mthetho uYilwayo unako ukungahambisani nomgaqo-siseko ngale ndlela uyiyo ngoku (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 12 kweyoKwindla 2020, iphepha 7) – (iKomiti yeMicimbi yeSebe lezoBulungisa neeNkonzo zoLuleko – iNdlu yoWiso-mthetho yeSizwe).",August
"Liquor Products Amendment Bill [B 10B – 2016] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 12 June 2020, p 2) – (Portfolio Committee on Agriculture, Land Reform and Rural Development – National Assembly).","UMthetho-siHlomelo oYilwayo weeMveliso zoTywala (B 10B – 2016) (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-75) kunye nenkxalabo evakaliswe nguMongameli yokuba lo Mthetho uYilwayo unako ukungahambisani nomgaqo-siseko ngale ndlela uyiyo ngoku (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 12 kweyoKwindla 2020, iphepha 2) (iKomiti yeMicimbi yeSebe lezoLimo, ukuBuyekezwa kweMihlaba noPhuhliso lwamaPhandle – iNdlu yoWiso-mthetho yeSizwe).",August
"Performers’ Protection Amendment Bill [B 24B - 2016] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 22 June 2020, p 2) – (Portfolio Committee on Trade and Industry – National Assembly).","UMthetho-siHlomelo oYilwayo wokuKhuselwa kwabaDlali beMisebenzi yobuGcisa [B 24B - 2016] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-75) kunye nenkxalabo evakaliswe nguMongameli yokuba lo Mthetho uYilwayo unako ukungahambisani nomgaqo-siseko ngale ndlela uyiyo ngoku (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 22 kweyeSilimela 2020, iphepha 2) – (iKomiti yeMicimbi yezoRhwebo noShishino  – iNdlu yoWiso-mthetho yeSizw).",August
Traditional Courts Bill [B 1B – 2017] (National Assembly – sec 76) – (Select Committee on Security and Justice – National Council of Provinces).,UMthetho oYilwayo weeNkundla zeMveli [B 1B – 2017] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-76) – (iKomiti eKhethekileyo yoKhuseleko noBulungisa – iBhunga leSizwe laMaphondo).,August
Cybercrimes Bill [B 6B – 2017] (National Assembly – sec 75) (introduced as Cybercrimes and Cybersecurity Bill [B 6 – 2017]) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,UMthetho oYilwayo woLwaphulo-mthetho nge-Intanethi [B 6B – 2017] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-75) (eyaziswe njengoMthetho oYilwayo woLwaphulo-mthetho nge-Intanethi kunye nowoKhuseleko lwe-Intanethi [B 6 – 2017]) – (iKomiti yeMicimbi yeSebe lezoBulungisa neleeNkonzo zoLuleko – iNdlu yoWiso- mthetho yeSizwe).,August
"Copyright Amendment Bill [B 13B - 2017] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 22 June 2020, p 2) – (Portfolio Committee Trade and Industry – National Assembly).","UMthetho-siHlomelo oYilwayo weLungelo lobuNini-kopi [B 13B - 2017] (indlu yoWiso-mthetho yeSizwe – icandelo lama-75) kunye nenkxalabo evakaliswe nguMongameli yokuba lo Mthetho uYilwayo unako ukungahambisani nomgaqo-siseko ngale ndlela uyiyo ngoku (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 22 kweyeSilimela 2020, iphepha 2) – (iKomiti yeMicimbi yezoRhwebo noShishino  – iNdlu yoWiso-mthetho yeSizwe).",August
International Crimes Bill [B 37 – 2017] (National Assembly – sec 75) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,UMthetho oYilwayo woLwaphulo-mthetho lwaMazwe ngaMazwe [B 37 – 2017] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-75) – (iKomiti yeMicimbi yeSebe lezoBulungisa neleeNkonzo zoLuleko – iNdlu yoWiso-mthetho yeSizwe).,August
"Airports Company Amendment Bill [B 5B – 2018] (National Assembly – sec 75) – (Select Committee on Transport, Public Service and Administration, Public Works and Infrastructure – National Council of Provinces).","UMthetho-siHlomelo oYilwayo weNkampani yeziKhululo zeeNqwelo-moya [B 5B – 2018] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-75) – (iKomiti eKhethekileyo yezoThutho, ezabaSebenzi bakaRhulumente noLawulo, ezeMisebenzi kaRhulumente neziSeko zoPhuhliso – iBhunga leSizwe laMaphondo).",August
"Air Traffic and Navigation Services Company Amendment Bill [B 6B – 2018] (National Assembly – sec 75) – (Select Committee on Transport, Public Service and Administration, Public Works and Infrastructure – National Council of Provinces).","UMthetho-siHlomelo oYilwayo weNkampani yeeNkonzo zoLawulo zokuHamba ngeNqwelo-moya [B 6B – 2018] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-75) – (iKomiti eKhethekileyo yeSebe lezoThutho, elezabaSebenzi bakaRhulumente noLawulo, nelezeMisebenzi kaRhulumente neziSeko zoPhuhliso – iBhunga leSizwe laMaphondo).",August
Social Assistance Amendment Bill [B 8B - 2018] (National Assembly – sec 76) – (Select Committee on Health and Social Services – National Council of Provinces).,UMthetho-siHlomelo oYilwayo weziBonelelo zoLuntu [B 8B – 2018] (iNdlu yoWiso-mthetho – icandelo lama-76) – (iKomiti eKhethekileyo yezeMpilo neeNkonzo zoLuntu – iBhunga lamaPhondo leSizwe).,August
Prevention of Hate Crimes and Hate Speech Bill [B 9 – 2018] (National Assembly – sec 75) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,UMthetho oYilwayo woThintelo kunye nokuLwa noLwaphulo-mthetho lweNtiyo kunye neNtetho eyiNtiyo [B 9 – 2018] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-75) – (iKomiti yeMicimbi yeSebe leeNkonzo zoBulungisa neeNkonzo zoLuleko - iNdlu yoWiso-mthetho yeSiz).,August
State Liability Amendment Bill [B 16 – 2018] (National Assembly – sec 75) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,UMthetho-siHlomelo oYilwayo weTyala loMbuso [B 16 – 2018] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-75) – (iKomiti yeMicimbi yeSebe leeNkonzo zoBulungisa neeNkonzo zoLuleko – iNdlu yoWiso-mthetho yeSizwe).,August
"Local Government: Municipal Structures Amendment Bill [B 19B – 2018] (National Assembly – sec 76) – (Select Committee on Cooperative Governance and Traditional Affairs, Water and Sanitation and Human Settlements – National Council of Provinces).","UMthetho-siHlomelo oYilwayo weeNkqubo zoMasipala: kooMasipala bamaKhaya [B 19B – 2018] (iNdlu yoWiso-mthetho – icandelo lama-76) – (iKomiti eKhethekileyo yoLawulo lweNtsebenziswano neMicimbi yezeMveli, yaManzi noGutyulo kunye nokuHlaliswa koLuntu – iBhunga leSizwe laMaphondo).",August
South African Reserve Bank Bill [B 26 – 2018] (National Assembly – sec 75) – (Standing Committee on Finance – National Assembly).,UMthetho oYilwayo weBhanki enguVimba yoMzantsi Afrika [B 26 – 2018] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-75) – iKomiti esisiGxina yezeziMali – iNdlu yoWiso-mthetho yeSizwe).,August
"National Gambling Amendment Bill [B 27B – 2018] (National Assembly – sec 76) – (Select Committee on Trade and Industry, Economic Development, Small Business Development, Tourism, Labour and Employment – National Council of Provinces).","UMthetho-siHlomelo oYilwayo weMidlalo yoNgcakazo kaZwelonke [B 27B – 2018] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-76) – (iKomiti eKhethekileyo yoRhwebo noShishino, eyezoPhuhliso loQoqosho, uPhuhliso lwamaShishini amaNcinci, ezoKhenketho, ezaBasebenzi kunye neNgqesho – iBhunga leSizwe laMaphondo).",August
National Health Amendment Bill [B 29 – 2018] (National Assembly – sec 76) – (Portfolio Committee on Health – National Assembly).,UMthetho-siHlomelo oYilwayo weMpilo yeSizwe [B 29 – 2018] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-76) – (iKomiti yeMicimbi yeSebe lezeMpilo – iNdlu yoWiso-mthetho yeSizwe).,August
Public Finance Management Amendment Bill [B 41  2018] (National Assembly – sec 76) – (Standing Committee on Finance – National Assembly).,UMthetho-siHlomelo oYilwayo woLawulo lweeMali zikaRhulumente [B 41  2018] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-76) – (iKomiti esiSigxina yezeziMali – iNdlu yoWiso-mthetho yeSizwe).,August
Civil Aviation Amendment Bill [B 44 – 2018] (National Assembly – sec 75) – (Portfolio Committee on Transport – National Assembly).,UMthetho-siHlomelo oYilwayo wezoPhapho ngeeNqwelo-moya zaBantu [B 44 – 2018] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-75) – (iKomiti yeMicimbi yeSebe lezoThutho – iNdlu yoWiso-mthetho yeSizwe).,August
Local Government: Municipal Systems Amendment Bill [B 2 – 2019] (National Assembly – sec 76) – (Portfolio Committee Cooperative Government and Traditional Affairs – National Assembly).,UMthetho-siHlomelo oYilwayo weeNkqubo zooMasipala: uRhulumente wamaKhaya [B 2 – 2019] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-76) – (iKomiti yeMicimbi yeSebe yoLawulo ngeNtsebenziswano neMicimbi yezeMveli – iNdlu yoWiso-mthetho yeSizwe).,August
National Health Insurance Bill [B 11 - 2019] (National Assembly – sec 76) – (Portfolio Committee on Health – National Assembly).,UMthetho oYilwayo we-Inshorensi yeSizwe yezeMpilo [B 11 – 2019] (iNdlu yoWiso-mthetho yeSizwe – icandelo 76) – (iKomiti yeMicimbi yeSebe lezeMpilo – iNdlu yoWiso-mthetho yeSizwe).,August
Recognition of Customary Marriages Amendment Bill [B 12 - 2019] (National Assembly – sec 76) – (Select Committee on Security and Justice – National Council of Provinces).,UMthetho-siHlomelo oYilwayo wokuHlonitshwa kweMitshato yesiNtu [B 12 – 2019] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-76) – (iKomiti eKhethekileyo yezoKhuseleko noBulungisa – iBhunga leSizwe lamaPhondo).,August
Independent Electricity Management Operator Bill [B 14 - 2019] (National Assembly – sec 76) – (Portfolio Committee on Mineral Resources and Energy – National Assembly).,UMthetho oYilwayo weQumrhu loLawulo loMbane oPhehlwa ngamaQumrhu aziMeleyo [B 14 – 2019] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-76) – (iKomiti yeMicimbi yeSebe leziMbiwa naMandla – iNdlu yoWiso-mthetho yeSizwe).,August
Prescription in Civil and Criminal Matters (Sexual Offences) Amendment Bill [B 22B - 2019] (National Assembly – sec 75) – (Select Committee on Security and Justice – National Council of Provinces).,UMthetho-siHlomelo oYilwayo wokuSikelwa iXesha kweMiba yezoLuntu neyezoLwaphulo-mthetho (amaTyala ezeSondo) [B 22B - 2019] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-75) – (iKomiti eKhethekileyo yezoKhuseleko noBulungisa – iBhunga leSizwe lamaPhondo).,August
Economic Regulation of Transport Bill [B 1 - 2020] (National Assembly– sec 76) – (Portfolio Committee on Transport – National Assembly).,UMthetho oYilwayo woLawulo loQoqosho lwezoThutho [B 1 - 2020] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-76) – (iKomiti yeMicimbi yeSebe lezoThutho – iNdlu yoWiso-mthetho yeSizwe).,August
Auditing Profession Amendment Bill [B 2 - 2020] (National Assembly – sec 75) – (Standing Committee on Finance – National Assembly).,UMthetho-siHlomelo oYilwayo weKhondo lezoPhicotho-zincwadi [B 2 - 2020] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-75) – (iKomiti esiSigxina yezeziMali – iNdlu yoWiso-mthetho yeSizwe).,August
Fiscal Responsibility Bill [B 5 - 2020] (National Assembly – sec 76) – (Standing Committee on Finance – National Assembly).,UMthetho oYilwayo wokuSetyenziswa kweMali yoMbuso ngoBunono [B 5 - 2020] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-76) – (iKomiti esiSigxina yezeMali – iNdlu yoWiso-mthetho yeSizwe).,August
"Upgrading of Land Tenure Rights Amendment Bill [B 6 - 2020] (National Assembly – sec 76) – (Portfolio Committee on Agriculture, Land Reform and Rural Development – National Assembly) [Referred to National House of Traditional Leaders on 3 July 2020].","UMthetho-siHlomelo oYilwayo wokuPhuculwa kwaMalungelo obuNini-mhlaba [B 6 - 2020] (iNdlu yoWiso-mthetho yeSizwe – icandelo elicetywayo lama-76) – (iKomiti yeMicimbi yeSebe lezoLimo, uHlengahlengiso loMhlaba noPhuhliso lwaMaphandle – iNdlu yoWiso-mthetho yeSizwe].",August
National Road Traffic Amendment Bill [B 7 - 2020] (National Assembly – sec 76) – (Portfolio Committee on Transport – National Assembly).,UMthetho-siHlomelo oYilwayo wemiThetho yeeNdlela zeSizwe [B7-2020] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama 76) – (iKomiti yeMicimbi yeSebe lezoThutho – iNdlu yoWiso-mthetho yeSizwe).,August
Transport Appeal Tribunal Amendment Bill [B 8 - 2020] (National Assembly – sec 76) – (Portfolio Committee on Transport – National Assembly).,UMthetho-siHlomelo oYilwayo weNkundla yeziBheno yezoThutho [B8 - 2020] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-76) – (iKomiti yeMicimbi yeSebe lezoThutho – iNdlu yoWiso-mthetho yeSizwe).,August
Public Finance Management Amendment Bill [B 13 - 2020] (National Assembly – sec 76) – (Standing Committee on Finance - National Assembly).,UMthetho-siHlomelo oYilwayo woLawulo lweMali zikaRhulumente [B 13 - 2020] (iNdlu yoWiso-mthetho yeSizwe – icandelo elicetywayo lama 76) – (iKomiti esiSigxina yezeziMali – iNdlu yoWiso-mthetho yeSizwe).,August
Employment Equity Amendment Bill [B 14 - 2020] (National Assembly – sec 75) – (Portfolio Committee on Employment and Labour – National Assembly).,UMthetho-siHlomelo oYilwayo woLingano kwiNgqesho [B 14 - 2020] (Indlu yoWiso-mthetho yeSizwe – icandelo elicetywayo lama-75).,August
Financial Sector Laws Amendment Bill [B 15 - 2020] (National Assembly – proposed sec 75) – (Standing Committee on Finance - National Assembly).,UMthetho-siHlomelo oYilwayo weMithetho yeCandelo lezeMali [B 15 – 2020] (iNdlu yoWiso-mthetho yeSizwe – icandelo elicetywayo lama-75) – (iKomiti esiSigxina yezeMali – iNdlu yoWiso-mthetho yeSizwe).,August
Criminal Law (Sexual Offences and Related Matters) Amendment Act Amendment Bill [B 16  2020] (National Assembly – proposed sec 75) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,Umthetho – siHlomelo oYilwayo woMthetho-siHlomelo woMthetho woLwaphulo-mthetho (Amatyala oLwaphulo-mthetho neMiba eNxulumene naWo) [B 16  2020] (iNdlu yoWiso-mthetho yeSizwe – icandelo elicetywayo lama 75) – (Ikomiti yeSebe leMicimbi yoBulungisa neeNkonzo zoLuleko – iNdlu yoWiso-mthetho yeSizwe).,August
