eng,nso,source
BILLS REFERRED TO JOINT TAGGING MECHANISM (JTM),MELAOKAKANYWA YEO E IŠITŠWEGO GO LEANO LA TLHOPHO LA MOHLAKANELWA (JTM),August
Financial Sector Laws Amendment Bill [B 15 - 2020] (National Assembly – proposed sec 75).,Molaokakanywaphetošo wa Melao ya Lekala la Ditšhelete [B 15 - 2020] (Ngwako Bosetšhaba – kar yeo e akantšwego ya 75).,August
Criminal Law (Sexual Offences and Related Matters) Amendment Act Amendment Bill [B 16  2020] (National Assembly – proposed sec 75).,Molaokakanywaphetošo wa Molaophetošo wa Molao wa Bosenyi (Melato ya tša Thobalano le Merero yeo e Amanago le yona) [B 16  2020] (Ngwako Bosetšhaba – kar yeo e akantšwego ya 75).,August
BILLS REFERRED TO COMMITTEES,MELAOKAKANYWA YEO E IŠITŠWEGO DIKOMITING,August
"Protection of State Information Bill [B 6H – 2010] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 12 June 2020, p 7) – (Portfolio Committee on Justice and Correctional Services – National Assembly).","Molaokakanywa wa Tšhireletšo ya Tshedimošo ya Mmušo [B 6H – 2010] (Ngwako wa Bosetšhaba – kar ya 75) le kgopolo ya Mopresidente ka bomolatheo bja Molaokakanywa bjalo ka ge o rometšwe go yena (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 12 June 2020, letl 7) – (Komiti ya Phothefolio ya Toka le Ditirelo tša Tshokollo – Ngwako wa Bosetšhaba).",August
"Liquor Products Amendment Bill [B 10B – 2016] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 12 June 2020, p 2) – (Portfolio Committee on Agriculture, Land Reform and Rural Development – National Assembly).","Molaokakanywaphetošo wa Ditšweletšwa tša Bjala [B 10B – 2016] (Ngwako wa Bosetšhaba – kar ya 75) le kgopolo ya Mopresidente ka bomolatheo bja Molaokakanywa bjalo ka ge o rometšwe go yena (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 12 June 2020, letl 2) – (Komiti ya Phothefolio ya tša Temo, Tsošološo ya Naga le Tlhabollo ya Magae – Ngwako wa Bosetšhaba).",August
"Performers’ Protection Amendment Bill [B 24B - 2016] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 22 June 2020, p 2) – (Portfolio Committee on Trade and Industry – National Assembly).","Molaokakanywaphetošo wa Tšhireletšo ya Baphethagatši [B 24B - 2016] (Ngwako wa Bosetšhaba – kar ya ya 75) le tšeo Mopresidente a sa di laetšego ka go se sepelelane ga Molaokanywa le Molaotheo bjalo ka ge o išitšwe go yena (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 22 June 2020, letl 2) – (Komiti ya Phothefolio ya Kgwebo le Intasteri – Ngwako wa Bosetšhaba).",August
Traditional Courts Bill [B 1B – 2017] (National Assembly – sec 76) – (Select Committee on Security and Justice – National Council of Provinces).,Molaokakanywa wa Dikgorotsheko tša Setšo [B 1B – 2017] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti yeo e Hlaotšwego ya Tšhireletšo le Toka– Lekgotla la Bosetšhaba la Diprofense).,August
Cybercrimes Bill [B 6B – 2017] (National Assembly – sec 75) (introduced as Cybercrimes and Cybersecurity Bill [B 6 – 2017]) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,Molaokanywa wa Bosenyi bja Inthanete [B 6B – 2017] (Ngwako wa Bosetšhaba – kar ya 75) (o tsebagaditšwe bjalo ka Molaokakanywa wa Bosenyi bja Inthanete le Tšhireletšo ya Inthanete [B 6 – 2017]) – (Komiti ya Phothefolio ya Toka le Ditirelo tša Tshokollo – Ngwako wa Bosetšhaba).,August
"Copyright Amendment Bill [B 13B - 2017] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 22 June 2020, p 2) – (Portfolio Committee Trade and Industry – National Assembly).","Molaokakanywaphetošo wa Khophiraethe [B 13B - 2017] (Ngwako wa Bosetšhaba – kar ya 75) le tšeo Mopresidente a sa di laetšego ka go se sepelelane ga Molaokanywa le Molaotheo bjalo ka ge o išitšwe go yena (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 22 June 2020, letl 2) – (Komiti ya Phothefolio ya Kgwebo le Intasteri – Ngwako wa Bosetšhaba).",August
International Crimes Bill [B 37 – 2017] (National Assembly – sec 75) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,Molaokakanywa wa Bosenyi bja Boditšhabatšhaba [B 37 – 2017] (Ngwako wa Bosetšhaba – kar ya 75) – (Komiti ya Phothefolio ya Toka le Ditirelo tša Tshokollo – Ngwako wa Bosetšhaba).,August
"Airports Company Amendment Bill [B 5B – 2018] (National Assembly – sec 75) – (Select Committee on Transport, Public Service and Administration, Public Works and Infrastructure – National Council of Provinces).","Molaokakanywaphetošo wa Dikhamphani tša Boemafofane [B 5B – 2018] (Ngwako wa Bosetšhaba – kar ya 75) – (Komiti yeo e Hlaotšwego ya tša Dinamelwa, Bolaodi le Ditirelo tša Setšhaba, Mešomo ya Setšhaba le Mafarahlahla – Lekgotla la Bosetšhaba la Diprofense).",August
"Air Traffic and Navigation Services Company Amendment Bill [B 6B – 2018] (National Assembly – sec 75) – (Select Committee on Transport, Public Service and Administration, Public Works and Infrastructure – National Council of Provinces).","Molaokakanywaphetošo wa Khamphani ya Sephethephethe sa Moyeng le Ditirelo tša Dinyakišišo tša Ditsela [B 6B – 2018] (Ngwako wa Bosetšhaba – kar ya 75) – (Komiti yeo e Hlaotšwego ya tša Dinamelwa, Bolaodi le Ditirelo tša Setšhaba, Mešomo ya Setšhaba le Mafarahlahla – Lekgotla la Bosetšhaba la Diprofense).",August
Social Assistance Amendment Bill [B 8B - 2018] (National Assembly – sec 76) – (Select Committee on Health and Social Services – National Council of Provinces).,Molaokakanywaphetošo wa Thušo ya tša Leago [B 8B - 2018] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti yeo e Hlaotšwego ya tša Maphelo le Ditirelo tša Leago– Lekgotla la Bosetšhaba la Diprofense).,August
Prevention of Hate Crimes and Hate Speech Bill [B 9 – 2018] (National Assembly – sec 75) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,Molaokakanywa wa Thibelo ya Bosenyi bja Lehloyo le Polelo ya Lehloyo [B 9 – 2018] (Ngwako wa Bosetšhaba – kar ya 75) – (Komiti ya Phothefolio ya Toka le Ditirelo tša Tshokollo – Ngwako wa Bosetšhaba).,August
State Liability Amendment Bill [B 16 – 2018] (National Assembly – sec 75) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,Molaokakanywaphetošo wa Mekitlana ya Mmušo [B 16 – 2018] (Ngwako wa Bosetšhaba – kar ya 75) – (Komiti ya Phothefolio ya Toka le Ditirelo tša Tshokollo – Ngwako wa Bosetšhaba).,August
"Local Government: Municipal Structures Amendment Bill [B 19B – 2018] (National Assembly – sec 76) – (Select Committee on Cooperative Governance and Traditional Affairs, Water and Sanitation and Human Settlements – National Council of Provinces).","Molaokakanywaphetošo wa Mmušo wa Selegae: Ditho tša Mebasepala [B 19B – 2018] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti yeo e Hlaotšwego ya Pušotirišano le Merero ya Setšo, Meetse le Kelelatšhila le Bodulo bja Batho– Lekgotla la Bosetšhaba la Diprofense).",August
South African Reserve Bank Bill [B 26 – 2018] (National Assembly – sec 75) – (Standing Committee on Finance – National Assembly).,Molaokakanywa wa Panka ya Peeletšo ya Afrika Borwa [B 26 – 2018] (Ngwako wa Bosetšhaba – kar ya 75) – (Komiti ya Sammaruri ya Ditšhelete– Ngwako wa Bosetšhaba).,August
"National Gambling Amendment Bill [B 27B – 2018] (National Assembly – sec 76) – (Select Committee on Trade and Industry, Economic Development, Small Business Development, Tourism, Labour and Employment – National Council of Provinces).","Molaokakanywaphetošo wa go Kempola ga Bosetšhaba [B 27B – 2018] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti yeo e Hlaotšwego ya Dikgwebo le Intasteri, Tlhabollo ya Ekonomi, Tlhabollo ya Dikgwebopotlana, Boeti, Mešomo le Thwalo – Lekgotla la Bosetšhaba la Diprofense).",August
National Health Amendment Bill [B 29 – 2018] (National Assembly – sec 76) – (Portfolio Committee on Health – National Assembly).,Molaokakanywaphetošo wa Maphelo a Bosetšhaba [B 29 – 2018] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti ya Phothefolio ya Maphelo – Ngwako wa Bosetšhaba y).,August
Public Finance Management Amendment Bill [B 41  2018] (National Assembly – sec 76) – (Standing Committee on Finance – National Assembly).,Molaokakanywaphetošo wa Taolo ya Matlotlo a Setšhaba [B 41  2018] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti ya Sammaruri ya tša Matlotlo– Ngwako wa Bosetšhaba).,August
Civil Aviation Amendment Bill [B 44 – 2018] (National Assembly – sec 75) – (Portfolio Committee on Transport – National Assembly).,Molaokakanywaphetošo wa Dinamelwa tša Moyeng [B 44 – 2018] (Ngwako wa Bosetšhaba – kar ya 75) – (Komiti ya Phothefolio ya Dinamelwa – Ngwako wa Bosetšhaba).,August
Local Government: Municipal Systems Amendment Bill [B 2 – 2019] (National Assembly – sec 76) – (Portfolio Committee Cooperative Government and Traditional Affairs – National Assembly).,Molaokakanywaphetošo wa Mmušo wa Selegae: Mananeo a Mmasepala [B 2 – 2019] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti ya Phothefolio ya Pušotirišano le Merero ya Setšo – Ngwako wa Bosetšhaba).,August
National Health Insurance Bill [B 11 - 2019] (National Assembly – sec 76) – (Portfolio Committee on Health – National Assembly).,Molaokakanywa wa Inšorentshe ya Maphelo a Bosetšhaba [B 11 - 2019] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti ya Phothefolio ya tša Maphelo – Ngwako wa Bosetšhaba).,August
Recognition of Customary Marriages Amendment Bill [B 12 - 2019] (National Assembly – sec 76) – (Select Committee on Security and Justice – National Council of Provinces).,Molaokakanywaphetošo wa Kamogelo a Manyalo a Setšo [B 12 - 2019] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti yeo e Hlaotšwego ya Tšhireletšo le Toka – Lekgotla la Bosetšhaba la Diprofense).,August
Independent Electricity Management Operator Bill [B 14 - 2019] (National Assembly – sec 76) – (Portfolio Committee on Mineral Resources and Energy – National Assembly).,Molaokakanywa wa Taolo yeo e Ikemego ya Tshepetšo ya Motlagase [B 14 - 2019] (Ngwako wa Bosetšhaba – kar yeo e akantšwego ya 76) – (Komiti ya Phothefolio ya Didirišwa tša Diminerale le Enetši – Ngwako wa Bosetšhaba).,August
Prescription in Civil and Criminal Matters (Sexual Offences) Amendment Bill [B 22B - 2019] (National Assembly – sec 75) – (Select Committee on Security and Justice – National Council of Provinces).,Molaokakanywaphetošo wa Tšhupetšo ya Merero ya Setšhaba le ya Bosenyi (Melato ya tša Thobalano) [B 22B - 2019] (Ngwako wa Bosetšhaba – kar ya 75) – (Komiti yeo e Hlaotšwego ya Tšhireletšo le Toka - Lekgotla la Bosetšhaba la Diprofense).,August
Economic Regulation of Transport Bill [B 1 - 2020] (National Assembly– sec 76) – (Portfolio Committee on Transport – National Assembly).,Molaokakanywa wa Taolo ya Ekonomi ya Dinamelwa [B 1 - 2020] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti ya Phothefolio ya Dinamelwa – Ngwako wa Bosetšhaba).,August
Auditing Profession Amendment Bill [B 2 - 2020] (National Assembly – sec 75) – (Standing Committee on Finance – National Assembly).,Molaokakanywaphetošo wa Phorofešene ya Bolekodi [B 2 - 2020] (Ngwako wa Bosetšhaba – kar yeo e šišintšwego ya 75) – (Komiti ya Sammaruri ya tša Matlotlo– Ngwako wa Bosetšhaba).,August
Fiscal Responsibility Bill [B 5 - 2020] (National Assembly – sec 76) – (Standing Committee on Finance – National Assembly).,Molaokakanywa wa Maikarabelo a Ditšhelete [B 5 - 2020] (Ngwako wa Bosetšhaba – kar yeo e akantšwego ya 76) – (Komiti ya Sammaruri ya Ditšhelete – Ngwako wa Bosetšhaba).,August
"Upgrading of Land Tenure Rights Amendment Bill [B 6 - 2020] (National Assembly – sec 76) – (Portfolio Committee on Agriculture, Land Reform and Rural Development – National Assembly) [Referred to National House of Traditional Leaders on 3 July 2020].","Molaokakanywaphetošo wa Ditokelo tša Kaonafatšo ya go ba mong wa Naga [B 6 - 2020] (Ngwako wa Bosetšhaba – kar yeo e akantšwego 76) – (Komiti ya Phothefolio ya tša Temo, Tsošološo ya Naga le Tlhabollo ya Magae – Ngwako wa Bosetšhaba).",August
National Road Traffic Amendment Bill [B 7 - 2020] (National Assembly – sec 76) – (Portfolio Committee on Transport – National Assembly).,Molaokakanywaphetošo wa Sephethephethe sa Ditsela tša Bosetšhaba [B7-2020] (Ngwako wa Bosetšhaba – kar yeo e akantšwego 76) – (Komiti ya Phothefolio ya tša Dinamelwa – Ngwako wa Bosetšhaba).,August
Transport Appeal Tribunal Amendment Bill [B 8 - 2020] (National Assembly – sec 76) – (Portfolio Committee on Transport – National Assembly).,Molaokakanywaphetošo wa Aphile ya Tsheko ya Dinamelwa [B8-2020] (Ngwako wa Bosetšhaba – kar yeo e akantšwego 76) – (Komiti ya Phothefolio ya tša Dinamelwa – Ngwako wa Bosetšhaba).,August
Public Finance Management Amendment Bill [B 13 - 2020] (National Assembly – sec 76) – (Standing Committee on Finance - National Assembly).,Molaokanywaphetošo wa Taolo ya Ditšhelete tša Setšhaba [B 13 - 2020] (Ngwako wa Bosetšhaba – kar 76) – (Komiti ya Sammaruri ya Ditšhelete – Ngwako wa Bosetšhaba).,August
Employment Equity Amendment Bill [B 14 - 2020] (National Assembly – sec 75) – (Portfolio Committee on Employment and Labour – National Assembly).,Molaokakanywa wa Tekanetšo ya Mešomo [B 14 - 2020] (Ngwako wa Bosetšhaba – kar yeo e akantšwego ya 75). (Komiti ya Phothefolio ya tša Mešomo le Mediro – Ngwako wa Bosetšhaba).,August
Financial Sector Laws Amendment Bill [B 15 - 2020] (National Assembly – proposed sec 75) – (Standing Committee on Finance - National Assembly).,Molaokakanywaphetošo wa Melao ya Lekala la Ditšhelete [B 15 - 2020] (Ngwako Bosetšhaba – kar yeo e akantšwego ya 75). – (Komiti ya Sammaruri ya Ditšhelete – Ngwako wa Bosetšhaba).,August
Criminal Law (Sexual Offences and Related Matters) Amendment Act Amendment Bill [B 16  2020] (National Assembly – proposed sec 75) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,Molaokakanywaphetošo wa Molaophetošo wa Molao wa Bosenyi (Melato ya tša Thobalano le Merero yeo e Amanago le yona) [B 16  2020] (Ngwako Bosetšhaba – kar yeo e akantšwego ya 75) – (Komiti ya Phothefolio ya tša Toka le Ditirelo tša Tshokollo – Ngwako wa Bosetšhaba).,August
BILLS RETURNED TO ASSEMBLY FOR CONSIDERATION OF PRESIDENT’S RESERVATIONS,MELAOKAKANYWA YA GO BUŠETŠWA KE MOPRESIDENTE NGWAKONG GORE TŠEO DI SA MO FETIŠEGO DI LEBELELWE,August
Protection of State Information Bill [B 6H – 2010] (National Assembly – sec 75).,Molaokakanywa wa Tšhireletšo ya Tshedimošo ya Mmušo [B 6H – 2010] (Ngwako wa Bosetšhaba – kar ya 75).,August
Liquor Products Amendment Bill [B 10B – 2016] (National Assembly – sec 75).,Molaokakanywaphetošo wa Ditšweletšwa tša Bjala [B 10B – 2016] (Ngwako wa Bosetšhaba – kar ya 75).,August
Performers’ Protection Amendment Bill [B24B - 2016] (National Assembly – sec 75).,Molaokakanywaphetošo wa Tšhireletšo ya Baphethagatši [B24B - 2016] ((Ngwako wa Bosetšhaba – kar   ya 75).,August
